platform,komentar,timestamp,sentimen,komentar_bersih
twitter,Hal seperti ini tdk akan terjadi andaikan guru ada dlm kelas. Faktor dominan yang membuat guru tdk masuk kelas akhir- akhir inj adalah kesibukan belajar mandiri terutama mengisi aplikasi di PMM yg menguras waktu sehingga lalai melaksanakan tugas pokok mendampingi murid di kelas.,2024-03-07T00:04:06.000Z,positif,tdk andai guru dlm kelas faktor dominan guru tdk masuk kelas inj sibuk ajar mandiri isi aplikasi pmm yg uras lalai laksana tugas pokok damping murid kelas
twitter,"Kalau masih dilingkungan sekolah dan masih sekolah dasar pihak sekolah dan para guru terutama guru kelas harus bertanggung jawab.
Sekolah lalai dalam pengawasan anak2",2024-03-06T12:52:47.000Z,positif,lingkung sekolah sekolah dasar sekolah guru guru kelas tanggung sekolah lalai awas anak
twitter,Ada sanksi tegas buat pengusaha apabila lalai dlm mengupah pekerja. Bahkan pengawasannya dari Disnaker tiap bulan. Selama ini belum ada sanksi tegas buat sekolah yg lalai menggaji guru honorer.,2024-03-04T01:19:59.000Z,positif,sanksi usaha lalai dlm upah kerja awas disnaker sanksi sekolah yg lalai gaji guru honorer
twitter,"Wkwkwk nabi musa aja bisa nabok nabi harun karena lalai. Elu ditolol²in karena emang bener tolol mah ringan.
Di tempat ngaji emang diajarinnya milih pemimpin dzolim dan bodoh? Dulu merhatiin guru ngajinya engga?",2024-03-03T18:42:44.000Z,positif,wkwkwk nabi musa aja nabok nabi harun lalai elu ditololin emang bener tolol mah ringan ngaji emang diajarinnya milih pimpin dzolim bodoh merhatiin guru ngajinya engga
twitter,Tok Guru yg lalai & abaikan tanggungjawab pada tugas bergaji dan berelaun tinggi perlu jugak diberi teguran sewajarnya. Jgn dibiarkan dan selamanya dlm kemalasan dan ambil sambil lewa.,2024-03-03T04:02:27.000Z,positif,tok guru yg lalai abai tanggungjawab tugas gaji raun jugak tegur wajar jgn biar dlm malas ambil lewa
twitter,"malah bisa mencemari nama baik pondok, dan pondoknya bukan satu dua aja yang kena, malah hampir semua. dan guru' atau pengawas yang lalai itu juga sangat tidak dibenarkan! harusnya langsung dikeluarkan aja pengawas/guru yang seperti itu. bikin rusak nama pondok.",2024-02-29T10:57:18.000Z,positif,cari nama pondok pondok aja kena guru awas lalai benar langsung keluar aja pengawasguru bikin rusak nama pondok
twitter,"Aku bakal ngomel. Wkwkwk. Tugasnya sih aku biarin aja, biar dia kena marah guru. Biar dia tahu konsekuensi kalau lalai sama sesuatu. Terus aku bakal kasih dia buku buat nyatat pr atau tugas dan bakal aku cek bareng dia tiap dia pulang sekolah.",2024-02-29T04:15:43.000Z,positif,ngomel wkwkwk tugas sih biarin aja biar kena marah guru biar konsekuensi lalai kasih buku nyatat pr tugas cek bareng pulang sekolah
twitter,"Setelah dilaporkan, guru ini dipanggil Dinas Pendidikan Prefektur Hyogo lantaran dianggap lalai dengan tanggung jawabnya sebagai guru

Ia juga mengaku berusaha meningkatkan intensitas waktu livestreamingnya demi mengakses benefit tambahan di aplikasi Pococha",2024-02-27T07:39:43.000Z,netral,lapor guru panggil dinas didik prefektur hyogo lantar anggap lalai tanggung guru aku usaha tingkat intensitas livestreamingnya akses benefit tambah aplikasi pococha
twitter,"solat di akhir itu bisa masuk ke orang yg lalai, kata guru ngaji aku mah dlu",2024-02-26T11:04:25.000Z,positif,solat masuk orang yg lalai guru ngaji mah dlu
twitter,"This sih. Emang keadilan dan takdir Allah itu indah. 

Dulu dikasih tau guru: gagal menangmu itu takdir. Tapi Allah menilai usahamu, lelah letih rintih dan sujudmu. Itu yang memberatkan timbangan kebaikan nanti, ketimbang gagal/menang tapi jadi kufur lalai.",2024-02-25T14:15:55.000Z,positif,this sih emang adil takdir allah indah kasih tau guru gagal menang takdir allah nilai usaha lelah letih rintih sujud berat timbang baik ketimbang gagalmenang kufur lalai
twitter,"Aku ga ada menyalahkan pihak manapun. Guru punya hak di jam mapelnya, kita yang memang lalai. Tapi aku juga paham kenapa temenku nekat ngambil kesempatan itu. Soalnya cuma sisa 3 minggu buat pengambilan nilai, dan properti yg bahkan hampir selesai baru itu!!!",2024-02-21T12:36:34.000Z,positif,ga salah mana guru hak jam mapelnya lalai paham temenku nekat ngambil sempat sisa minggu ambil nilai properti yg selesai
twitter,"Bukal lalai, tetapi sengaja.
Kalau lapar kan nanti minta makan siang gratis.",2024-02-20T01:56:24.000Z,positif,bukal lalai sengaja lapar makan siang gratis
twitter,Adaa aja sekolah kayak gini tiap taun jink. Bisa gak sih oknum² guru lalai gini dituntut terus jeblosin penjara. Merugikan siswa banget tapi cuma dikasih 'maaf'. Tolol,2024-02-15T14:45:17.000Z,positif,adaa aja sekolah kayak gin taun jink gak sih oknum guru lalai gin tuntut jeblosin penjara rugi siswa banget kasih maaf tolol
twitter,"kurangi administrasi pada guru kan visi misi AMIN, nih kalo ga kepilih ya guru gini terus. trust me guys guru tuh ga lalai tapi kerjaannya banyak banget dengan gaji di bawah UMR. dah ga sejahtera, administrasi banyak, ngajar sana sini, ngoreksi, nyiapin soal dan kunci",2024-02-15T11:32:24.000Z,positif,kurang administrasi guru visi misi amin nih kalo ga pilih ya guru gin trust me guys guru tuh ga lalai kerja banget gaji umr dah ga sejahtera administrasi ngajar ngoreksi nyiapin kunci
twitter,"Dulu pas aku ngaji, guru ngajiku pernah cerita kalau kita rajin shalat ttp di siksa, dililit ular besar  penyebabnya itu krn kita lalai dan suka mengulur waktu shalat 
Emakku juga pernah bilang lebih baik shalat di awal waktu. Krn umur gk ada yg tau ",2024-02-15T10:15:07.000Z,positif,pas ngaji guru ngajiku cerita rajin shalat ttp siksa lilit ular sebab krn lalai suka ulur shalat emakku bilang shalat krn umur gk yg tau
twitter,"saya puji guru yang rela begitu, saya yakin ada, tapi tetep seharusnya guru tidak perlu sampai mengorbankan kewajiban rumah dan keluarganya hanya untuk bisa melakukan pekerjaan mereka. Saya juga tidak bisa menyalahkan guru yang lalai karena nyari kerja tambahan hanya untuk hidup",2024-02-15T07:09:25.000Z,negatif,puji guru rela tetep guru korban wajib rumah keluarga kerja salah guru lalai nyari kerja tambah hidup
twitter,"Kemudian;
Teruntuk segenap guru dan kiai
Terima kasih atas segala ilmu yang diberi, juga teladan yang diamalkan, meski diri kadang abai dan lalai
Semoga selalu menjadi wadah yang menuntun dan membentuk pribadi-pribadi dengan akhlak karimah
Dan terus melahirkan cahaya-cahaya baru",2024-02-12T17:04:26.000Z,negatif,untuk segenap guru kiai terima kasih ilmu teladan amal kadang abai lalai moga wadah tuntun bentuk pribadipribadi akhlak karimah lahir cahayacahaya
twitter,"Dah Lama, Kita Saja yang Lalai",2024-01-31T17:12:31.000Z,positif,dah lalai
twitter,"Yang gua coba liat dari sisi nenek ini
1. Jegal anak kecil biar ibunya merhatiin anaknya, ga kayak dia yg lalai sama cucunya
2. Ngorbanin satu guru supaya rahasia anak muridnya ga kebongkar, kecuali Minato yg speak up. 
3. Beliau udah ngakuin dia merasa salah

Ini ga canon yaaa",2024-01-28T12:43:16.000Z,positif,gua coba liat sisi nenek jegal anak biar ibu merhatiin anak ga kayak yg lalai cucu ngorbanin guru rahasia anak murid ga bongkar kecuali minato yg speak up beliau udah ngakuin salah ga canon yaaa
twitter,"Masih pagi sudah lalai aja, cepuin ke guru bk.",2024-01-28T01:10:09.000Z,positif,pagi lalai aja cepuin guru bk
twitter,"ada ya org suka ikut komunitas organisasi sana sini tapi lalai sama kewajibannya jadi ibu dan tugasnya jadi guru. kalau ga mau ngurus jangan bikin anak kali. kalau cm mau ikut²an jd panitia resign aja dari guru, jgn makan gaji buta, hadeh",2024-01-25T06:09:05.000Z,positif,ya org suka komunitas organisasi lalai wajib tugas guru ga ngurus bikin anak kali cm ikut jd panitia resign aja guru jgn makan gaji buta hadeh
twitter,"Maaf, Gurunya guru yang baik kok.
Memang dia lalai saat itu, dan beliau shock dan sempat dirawat di RS. Murid yg tertabrak tidak sampai mengalami kerusakan indung telur maupun rahim.
Dan Kepseknya tidak pernah mengatakan hal tsb",2024-01-19T23:51:36.000Z,positif,maaf guru guru lalai beliau shock rawat rs murid yg tabrak alami rusa indung telur rahim kepseknya tsb
twitter,Terlalu santai dan lebih ke lalai,2024-01-19T16:54:56.000Z,positif,santai lalai
twitter,"Berawal dari suka cara mengajarnya sampai kepikiran mau jd guru Bahasa Indonesia tuh berawal krn mengenal sosok Bu Ratna. Pernah, suatu hari mendapat sanksi dr beliau krn aku lalai. Hal itu sama sekali ga mengurangi rasa kagumku.",2024-01-19T04:02:55.000Z,positif,suka ajar pikir jd guru bahasa indonesia tuh krn kenal sosok bu ratna sanksi dr beliau krn lalai ga kurang kagum
twitter,"Makin hari generasi kita tumbuh dg minim-bahkan nir-empati. 
Apa yg salah? 
Ataukah orang tua yg berjibaku untuk sesuap nasi sehingga lupa mengayomi?
Atau guru yg disibukkan dengan tugas² administrasi sampai lalai dari tupoksi?

Mboh ah, malah kayak puisi jdnya ",2024-01-19T03:15:09.000Z,positif,generasi tumbuh dg minimbahkan nirempati yg salah orang tua yg jibaku suap nasi lupa ayom guru yg sibuk tugas administrasi lalai tupoksi mboh ah kayak puisi jdnya
twitter,"Pernah telat msk sekolah sampe dipulangin sm guru (bkn guru BK tapi beliau bnyk bantu diskolah, bantu guru2 lain, sampe satpam dan petugas kebersihan skolah pun beliau bantu.) dulu smpt mikir knp segitunya, tp skrg jadi tau, bahwa gablh lalai waktu soal kewajiban kita",2024-01-17T04:12:08.000Z,positif,telat msk sekolah sampe dipulangin sm guru bkn guru bk beliau bnyk bantu disko bantu guru sampe satpam tugas bersih skolah beliau bantu smpt mikir knp segitunya tp skrg tau gablh lalai wajib
twitter,"bener orang dewasa sibuk banyak urusan, tapi itu ga boleh bikin guru lalai sama tanggung jawabnya. siswa berhak dapat matpel sesuai dengan jam pelajaran.",2024-01-17T02:30:49.000Z,negatif,bener orang dewasa sibuk urus ga bikin guru lalai tanggung siswa hak matpel sesuai jam ajar
twitter,"YaAllah, w sebagai guru TK ga terima anak masih di bawah umur udh tau hal yg seharusnya dia gatau 
W udh ga toleransi lgi sama org tua yg lalai dalam mendidik anak, dan anak juga pasti akan w beri ketegasan karna udh berlaku yg tidak senonoh di sekolah nya ",2024-01-16T09:51:27.000Z,positif,yaallah w guru tk ga terima anak umur udh tau yg gatau w udh ga toleransi lgi org tua yg lalai didik anak anak w tegas karna udh laku yg senonoh sekolah nya
twitter,"gw yang jadi guru tk juga ketar ketir liat ini berita apalagi bocah tk tuh cepet tingkahnya, lalai dikit fatal kek gini, harus ekstra sabar ngawasin anak apalagi sosialisasi ke ortu soal bahaya hp tuh",2024-01-16T06:11:46.000Z,positif,gw guru tk ketar tir liat berita bocah tk tuh cepet tingkah lalai dikit fatal kek gin ekstra sabar ngawasin anak sosialisasi ortu bahaya hp tuh
twitter,"Justru seharusnya karena mendidik anak bangsa, ada upah layak yang perlu diterima pengajar (baik guru maupun dosen). Jangan sampai sebagai tendik pun kita terjebak ilusi “pengabdian” “pahala”, shg negara jadi abai/lalai dlm memenuhi kebutuhan para tendik ",2024-01-04T08:33:44.000Z,positif,didik anak bangsa upah layak terima ajar guru dosen tendik jebak ilusi abdi pahala shg negara abailalai dlm penuh butuh tendik
twitter,"Hrs ada investigasi dinas pendidikan. Klo terbukti bersalah, sekolah musti dpt sanksi berat. Oknum guru yg terbukti lalai mencegah (atau malah mendukung) terjadinya bullying juga hrs dpt sanksi tegas, yg bisa berujung pada pemecatan, pencabutan SK guru dsb.",2024-01-04T05:55:49.000Z,positif,hrs investigasi dinas didik klo bukti salah sekolah musti dpt sanksi berat oknum guru yg bukti lalai cegah dukung bullying hrs dpt sanksi yg ujung pecat cabut sk guru dsb
twitter,Berarti jgn sampe lalai ketahuan guru.,2024-01-04T05:18:46.000Z,positif,jgn sampe lalai tahu guru
twitter,"Benarlah kata Tuan Guru Presiden PAS, “DAP tidak perlu bersuara kuat lagi, hanya sekali-sekala sudah cukup. Hal ini demikian kerana, mereka berjaya melantik jurubicara daripada kalangan Melayu yang lupa akan kemelayuannya dan lalai akan keislamannya, malah,",2024-01-03T03:32:27.000Z,positif,tuan guru presiden pas dap suara kuat sekalisekala rana jaya lantik jurubicara kalang melayu lupa melayu lalai islam
twitter,"Benarlah kata Tuan Guru Presiden PAS, “DAP tidak perlu bersuara kuat lagi, hanya sekali-sekala sudah cukup. Hal ini demikian kerana, mereka berjaya melantik jurubicara daripada kalangan Melayu yang lupa akan kemelayuannya dan lalai akan keislamannya...
.",2024-01-01T03:33:00.000Z,positif,tuan guru presiden pas dap suara kuat sekalisekala rana jaya lantik jurubicara kalang melayu lupa melayu lalai islam
twitter,"Aku kurang tau kak kalo itu, selama niatnnya baik dan ga lalai mudah-mudahan gpp. Kalo mau jawaban pasti kudu nanya ke ulama/guru sih ",2023-12-30T04:26:16.000Z,positif,tau kak kalo niatnnya ga lalai mudahmudahan gpp kalo kudu nanya ulamaguru sih
twitter,"Banyak anak muda yg membunuh guru memperkosa anak² kecil juga! Tidak sekedar dari Pemerintah berperut besar, tapi anak muda dari pergaulan salah dan ortua yg lalai mendidik...

Intinya kalo ada orng yg tersangka membunuh seharusnya dia tidak di penjarakan, ini balik lg kasus ",2023-12-28T05:15:32.000Z,positif,anak muda yg bunuh guru perkosa anak dar perintah perut anak muda gaul salah ortua yg lalai didik inti kalo orng yg sangka bunuh penjara lg
twitter,Ada sebut nama specific? Cara orang ganu sembang pon kau tak thu. Acah ii nk kata itu ini. Ilmu kau kalau amik phd sekalipun .tpi lalai dlm ilmu agama . Xde guna lah bro. Nak berguru kena ada guru. Dan guru kami ADALAH UAI,2023-12-26T23:23:11.000Z,positif,nama specific orang ganu sembang pon kau thu acah ii nk ilmu kau amik phd tpi lalai dlm ilmu agama xde bro nak guru kena guru guru uai
twitter,"sori lalai, gua abis dipanggil sm pak guru",2023-12-25T12:30:36.000Z,netral,sori lalai gua abis panggil sm guru
twitter,"Pentingnya buat orangtua/guru dibolehin ngecek isi hp anak di bawah umur. Jauh2 dulu yg mengagungkan privacy, kalo ga diawasi malah jatuhnya lalai. https://x.com/convomfs/statu/convomfs/status/1738264428343406613…",2023-12-23T05:53:49.000Z,netral,orangtuaguru dibolehin ngecek isi hp anak umur yg agung privacy kalo ga awas jatuh lalai
twitter,"Pengumuman pertama, bapak serta guru lain mau minta maaf karena belakangan ini sudah lalai dalam menjalankan tugas dengan baik.",2023-12-21T10:30:14.000Z,positif,umum guru maaf lalai jalan tugas
twitter,"Merasa tertamvar bgt, pdhl dlu jg udh sempet baca ttg ini + diceritain sma guru ngaji tapi aku msih lalai dgn mengabaikan dan melupakannya.. mksih sbelumnya min sdh mengingatkan kembali ",2023-12-18T02:57:03.000Z,positif,tertamvar bgt pdhl dlu jg udh sempet baca ttg diceritain sma guru ngaji msih lalai dgn abai lupa mksih sbelumnya min sdh
twitter,KLO KATA GURU GUE INI GUE UDH DOSA 2X SOLAT LALAI + NGEBOHONG KE EMAK LAGIII ,2023-12-14T00:25:46.000Z,positif,klo guru gue gue udh dosa x solat lalai ngebohong emak lagiii
twitter,"Komunikasi dgn org tua pun kadang para guru juga kesusahan walaupun sudah ada teknologi. Mungkin ada beberapa yg support dgn anak dan guru/kegiatan disekolah, ada juga yg nolak dgn alasan ga penting. Apalagi zaman skrg yg dikit2 viral tbtb menyalahkan ""GURU LALAI""...",2023-12-11T08:04:54.000Z,positif,komunikasi dgn org tua kadang guru susah teknologi yg support dgn anak gurukegiatan seko yg nolak dgn alas ga zaman skrg yg dikit viral tbtb salah guru lalai
twitter,"tapi tugasnya guru selain ngasih ilmu ya mendidik anak sampai karakternya terbentuk sebaik mungkin, org tua lalai di rumah ya guru sebisa mungkin lebih aware dan bangun kerjasama sama org tuanya dan ga menyepelekan apapun kejadian yg terjadi di sekolah karna selain itu lingkup—",2023-12-09T02:12:43.000Z,negatif,tugas guru ngasih ilmu ya didik anak karakter bentuk org tua lalai rumah ya guru bisa aware bangun kerjasama org tua ga sepele apa jadi yg sekolah karna lingkup
twitter,Dunia pendidikan kita semakin kesini semakin kesana..efek medsos di anak2 jg berpengaruh dari cara sikap ucapan tingkah laku dll.. ortu sebagai pengawas dirumah pun kerap lalai. Di sekolah guru tidak mungkin bisa mengawasi 1-1 anak.. ortu murid jg harus bertanggung jawab,2023-12-08T23:26:26.000Z,positif,dunia didik kesini kesanaefek medsos anak jg pengaruh sikap ucap tingkah laku dll ortu awas rumah kerap lalai sekolah guru awas anak ortu murid jg tanggung
twitter,Gak ada guru IPA yg ingetin? Dan maap2 ini pihak gurunya lalai loh & membahayakan murid2nya jg,2023-11-25T13:35:43.000Z,positif,gak guru ipa yg ingetin maap guru lalai loh bahaya murid jg
twitter,"Pengetahuan dasar ky gt aja msh lalai, mereka itu guru lho guruuuuuu
Tidak habis kipli",2023-11-25T13:24:03.000Z,positif,tahu dasar ky gt aja msh lalai guru lho guruuuuuu habis kipli
twitter,"Guru, sampai kapanpun aku ini adalah muridmu, engkau adalah guruku. Krn engkaulah dan abah-ibuku yg berperan besar dlm membimbing ahlakku, keimananku, mengajarkan ku dr mulai A, 1, Alif, Ba', engkau juga lah yg menjewer telingaku ketika aku lalai. Terimakasih Guru.
Al Fatehah,",2023-11-25T07:35:12.000Z,negatif,guru murid engkau guru krn engkau abahibuku yg peran dlm bimbing ahlakku iman ajar ku dr a alif ba engkau yg jewer telinga lalai terimakasih guru al fatehah
twitter,"Hal yang aku pelajari selama di Jogja adalah agama. Bukan yg memperdalam agama bersama guru gitu, tapi lebih ke melakukan kewajiban-kewajiban yang sering kali lalai selama di Merauke. Terus, ada satu hal yang aku pelajari. Hidup jadi lebih tenang.",2023-11-25T04:03:42.000Z,negatif,ajar jogja agama yg dalam agama guru gitu kewajibankewajiban kali lalai merauke ajar hidup tenang
twitter,"Even, guru adek gue yang bahasa Inggris nyambi jadi selebgram sampe ngajar aja lalai, lebih banyakin kegiatan ngonten daripada ngajar anak2. Yaa karena gaji guru kecil banget",2023-11-24T00:19:41.000Z,positif,even guru adek gue bahasa inggris nyambi selebgram sampe ngajar aja lalai banyakin giat ngonten ngajar anak yaa gaji guru banget
